id_vendedor,nombre,descripcion,precio,cantidad,activo,aprobado
89,Projector Lote 21,Excelente Projector disponible en tienda electronica. ID Registro: 493.,306.74,52,1,1
93,Graphics Card Lote 21,Excelente Graphics Card disponible en tienda electronica. ID Registro: 494.,1166.64,53,1,1
97,Monitor Lote 21,Excelente Monitor disponible en tienda electronica. ID Registro: 495.,913.12,54,1,1
102,Hard Disk Lote 21,Excelente Hard Disk disponible en tienda electronica. ID Registro: 496.,68.62,55,1,1
105,Camera Lote 21,Excelente Camera disponible en tienda electronica. ID Registro: 497.,1553.53,56,1,1
109,Gaming Console Lote 21,Excelente Gaming Console disponible en tienda electronica. ID Registro: 498.,392.04,57,1,1
113,Keyboard Lote 21,Excelente Keyboard disponible en tienda electronica. ID Registro: 499.,123.94,58,1,1
117,Smart TV Lote 21,Excelente Smart TV disponible en tienda electronica. ID Registro: 500.,1887.14,59,1,1
17,Router Lote 21,Excelente Router disponible en tienda electronica. ID Registro: 501.,88.29,60,1,1
21,Speaker Lote 21,Excelente Speaker disponible en tienda electronica. ID Registro: 502.,445.64,61,1,1
26,Smart Home Hub Lote 21,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 503.,130.92,62,1,1
29,Smartphone Lote 21,Excelente Smartphone disponible en tienda electronica. ID Registro: 504.,339.4,63,1,1
33,Smartwatch Lote 22,Excelente Smartwatch disponible en tienda electronica. ID Registro: 505.,244.74,64,1,1
39,Scanner Lote 22,Excelente Scanner disponible en tienda electronica. ID Registro: 506.,270.96,65,1,1
43,USB Drive Lote 22,Excelente USB Drive disponible en tienda electronica. ID Registro: 507.,5.44,66,1,1
47,Printer Lote 22,Excelente Printer disponible en tienda electronica. ID Registro: 508.,279.8,67,1,1
51,Tablet Lote 22,Excelente Tablet disponible en tienda electronica. ID Registro: 509.,796.53,68,1,1
55,Power Bank Lote 22,Excelente Power Bank disponible en tienda electronica. ID Registro: 510.,49.38,69,1,1
59,Charger Lote 22,Excelente Charger disponible en tienda electronica. ID Registro: 511.,18.02,70,1,1
63,Mouse Lote 22,Excelente Mouse disponible en tienda electronica. ID Registro: 512.,19.42,71,1,1
69,VR Headset Lote 22,Excelente VR Headset disponible en tienda electronica. ID Registro: 513.,811.34,72,1,1
73,Laptop Lote 22,Excelente Laptop disponible en tienda electronica. ID Registro: 514.,1938.62,73,1,1
78,Drone Lote 22,Excelente Drone disponible en tienda electronica. ID Registro: 515.,1708.47,74,1,1
81,Headphones Lote 22,Excelente Headphones disponible en tienda electronica. ID Registro: 516.,134.21,75,1,1
85,Projector Lote 22,Excelente Projector disponible en tienda electronica. ID Registro: 517.,306.74,76,1,1
89,Graphics Card Lote 22,Excelente Graphics Card disponible en tienda electronica. ID Registro: 518.,1166.64,77,1,1
93,Monitor Lote 22,Excelente Monitor disponible en tienda electronica. ID Registro: 519.,913.12,78,1,1
97,Hard Disk Lote 22,Excelente Hard Disk disponible en tienda electronica. ID Registro: 520.,68.62,79,1,1
102,Camera Lote 22,Excelente Camera disponible en tienda electronica. ID Registro: 521.,1553.53,80,1,1
105,Gaming Console Lote 22,Excelente Gaming Console disponible en tienda electronica. ID Registro: 522.,392.04,81,1,1
109,Keyboard Lote 22,Excelente Keyboard disponible en tienda electronica. ID Registro: 523.,123.94,82,1,1
113,Smart TV Lote 22,Excelente Smart TV disponible en tienda electronica. ID Registro: 524.,1887.14,83,1,1
117,Router Lote 22,Excelente Router disponible en tienda electronica. ID Registro: 525.,88.29,84,1,1
17,Speaker Lote 22,Excelente Speaker disponible en tienda electronica. ID Registro: 526.,445.64,85,1,1
21,Smart Home Hub Lote 22,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 527.,130.92,86,1,1
26,Smartphone Lote 22,Excelente Smartphone disponible en tienda electronica. ID Registro: 528.,339.4,87,1,1
29,Smartwatch Lote 23,Excelente Smartwatch disponible en tienda electronica. ID Registro: 529.,244.74,88,1,1
33,Scanner Lote 23,Excelente Scanner disponible en tienda electronica. ID Registro: 530.,270.96,89,1,1
39,USB Drive Lote 23,Excelente USB Drive disponible en tienda electronica. ID Registro: 531.,5.44,90,1,1
43,Printer Lote 23,Excelente Printer disponible en tienda electronica. ID Registro: 532.,279.8,91,1,1
47,Tablet Lote 23,Excelente Tablet disponible en tienda electronica. ID Registro: 533.,796.53,92,1,1
51,Power Bank Lote 23,Excelente Power Bank disponible en tienda electronica. ID Registro: 534.,49.38,93,1,1
55,Charger Lote 23,Excelente Charger disponible en tienda electronica. ID Registro: 535.,18.02,94,1,1
59,Mouse Lote 23,Excelente Mouse disponible en tienda electronica. ID Registro: 536.,19.42,95,1,1
63,VR Headset Lote 23,Excelente VR Headset disponible en tienda electronica. ID Registro: 537.,811.34,96,1,1
69,Laptop Lote 23,Excelente Laptop disponible en tienda electronica. ID Registro: 538.,1938.62,97,1,1
73,Drone Lote 23,Excelente Drone disponible en tienda electronica. ID Registro: 539.,1708.47,98,1,1
78,Headphones Lote 23,Excelente Headphones disponible en tienda electronica. ID Registro: 540.,134.21,99,1,1
81,Projector Lote 23,Excelente Projector disponible en tienda electronica. ID Registro: 541.,306.74,100,1,1
85,Graphics Card Lote 23,Excelente Graphics Card disponible en tienda electronica. ID Registro: 542.,1166.64,101,1,1
89,Monitor Lote 23,Excelente Monitor disponible en tienda electronica. ID Registro: 543.,913.12,102,1,1
93,Hard Disk Lote 23,Excelente Hard Disk disponible en tienda electronica. ID Registro: 544.,68.62,103,1,1
97,Camera Lote 23,Excelente Camera disponible en tienda electronica. ID Registro: 545.,1553.53,104,1,1
102,Gaming Console Lote 23,Excelente Gaming Console disponible en tienda electronica. ID Registro: 546.,392.04,105,1,1
105,Keyboard Lote 23,Excelente Keyboard disponible en tienda electronica. ID Registro: 547.,123.94,106,1,1
109,Smart TV Lote 23,Excelente Smart TV disponible en tienda electronica. ID Registro: 548.,1887.14,107,1,1
113,Router Lote 23,Excelente Router disponible en tienda electronica. ID Registro: 549.,88.29,108,1,1
117,Speaker Lote 23,Excelente Speaker disponible en tienda electronica. ID Registro: 550.,445.64,109,1,1
17,Smart Home Hub Lote 23,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 551.,130.92,110,1,1
21,Smartphone Lote 23,Excelente Smartphone disponible en tienda electronica. ID Registro: 552.,339.4,111,1,1
26,Smartwatch Lote 24,Excelente Smartwatch disponible en tienda electronica. ID Registro: 553.,244.74,112,1,1
29,Scanner Lote 24,Excelente Scanner disponible en tienda electronica. ID Registro: 554.,270.96,113,1,1
33,USB Drive Lote 24,Excelente USB Drive disponible en tienda electronica. ID Registro: 555.,5.44,114,1,1
39,Printer Lote 24,Excelente Printer disponible en tienda electronica. ID Registro: 556.,279.8,115,1,1
43,Tablet Lote 24,Excelente Tablet disponible en tienda electronica. ID Registro: 557.,796.53,116,1,1
47,Power Bank Lote 24,Excelente Power Bank disponible en tienda electronica. ID Registro: 558.,49.38,117,1,1
51,Charger Lote 24,Excelente Charger disponible en tienda electronica. ID Registro: 559.,18.02,118,1,1
55,Mouse Lote 24,Excelente Mouse disponible en tienda electronica. ID Registro: 560.,19.42,119,1,1
59,VR Headset Lote 24,Excelente VR Headset disponible en tienda electronica. ID Registro: 561.,811.34,120,1,1
63,Laptop Lote 24,Excelente Laptop disponible en tienda electronica. ID Registro: 562.,1938.62,121,1,1
69,Drone Lote 24,Excelente Drone disponible en tienda electronica. ID Registro: 563.,1708.47,122,1,1
73,Headphones Lote 24,Excelente Headphones disponible en tienda electronica. ID Registro: 564.,134.21,123,1,1
78,Projector Lote 24,Excelente Projector disponible en tienda electronica. ID Registro: 565.,306.74,124,1,1
81,Graphics Card Lote 24,Excelente Graphics Card disponible en tienda electronica. ID Registro: 566.,1166.64,125,1,1
85,Monitor Lote 24,Excelente Monitor disponible en tienda electronica. ID Registro: 567.,913.12,126,1,1
89,Hard Disk Lote 24,Excelente Hard Disk disponible en tienda electronica. ID Registro: 568.,68.62,127,1,1
93,Camera Lote 24,Excelente Camera disponible en tienda electronica. ID Registro: 569.,1553.53,128,1,1
97,Gaming Console Lote 24,Excelente Gaming Console disponible en tienda electronica. ID Registro: 570.,392.04,129,1,1
102,Keyboard Lote 24,Excelente Keyboard disponible en tienda electronica. ID Registro: 571.,123.94,130,1,1
105,Smart TV Lote 24,Excelente Smart TV disponible en tienda electronica. ID Registro: 572.,1887.14,131,1,1
109,Router Lote 24,Excelente Router disponible en tienda electronica. ID Registro: 573.,88.29,132,1,1
113,Speaker Lote 24,Excelente Speaker disponible en tienda electronica. ID Registro: 574.,445.64,133,1,1
117,Smart Home Hub Lote 24,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 575.,130.92,134,1,1
17,Smartphone Lote 24,Excelente Smartphone disponible en tienda electronica. ID Registro: 576.,339.4,135,1,1
21,Smartwatch Lote 25,Excelente Smartwatch disponible en tienda electronica. ID Registro: 577.,244.74,136,1,1
26,Scanner Lote 25,Excelente Scanner disponible en tienda electronica. ID Registro: 578.,270.96,137,1,1
29,USB Drive Lote 25,Excelente USB Drive disponible en tienda electronica. ID Registro: 579.,5.44,138,1,1
33,Printer Lote 25,Excelente Printer disponible en tienda electronica. ID Registro: 580.,279.8,139,1,1
39,Tablet Lote 25,Excelente Tablet disponible en tienda electronica. ID Registro: 581.,796.53,140,1,1
43,Power Bank Lote 25,Excelente Power Bank disponible en tienda electronica. ID Registro: 582.,49.38,141,1,1
47,Charger Lote 25,Excelente Charger disponible en tienda electronica. ID Registro: 583.,18.02,142,1,1
51,Mouse Lote 25,Excelente Mouse disponible en tienda electronica. ID Registro: 584.,19.42,143,1,1
55,VR Headset Lote 25,Excelente VR Headset disponible en tienda electronica. ID Registro: 585.,811.34,144,1,1
59,Laptop Lote 25,Excelente Laptop disponible en tienda electronica. ID Registro: 586.,1938.62,145,1,1
63,Drone Lote 25,Excelente Drone disponible en tienda electronica. ID Registro: 587.,1708.47,146,1,1
69,Headphones Lote 25,Excelente Headphones disponible en tienda electronica. ID Registro: 588.,134.21,147,1,1
73,Projector Lote 25,Excelente Projector disponible en tienda electronica. ID Registro: 589.,306.74,148,1,1
78,Graphics Card Lote 25,Excelente Graphics Card disponible en tienda electronica. ID Registro: 590.,1166.64,149,1,1
81,Monitor Lote 25,Excelente Monitor disponible en tienda electronica. ID Registro: 591.,913.12,150,1,1
85,Hard Disk Lote 25,Excelente Hard Disk disponible en tienda electronica. ID Registro: 592.,68.62,151,1,1
89,Camera Lote 25,Excelente Camera disponible en tienda electronica. ID Registro: 593.,1553.53,152,1,1
93,Gaming Console Lote 25,Excelente Gaming Console disponible en tienda electronica. ID Registro: 594.,392.04,153,1,1
97,Keyboard Lote 25,Excelente Keyboard disponible en tienda electronica. ID Registro: 595.,123.94,154,1,1
102,Smart TV Lote 25,Excelente Smart TV disponible en tienda electronica. ID Registro: 596.,1887.14,155,1,1
105,Router Lote 25,Excelente Router disponible en tienda electronica. ID Registro: 597.,88.29,156,1,1
109,Speaker Lote 25,Excelente Speaker disponible en tienda electronica. ID Registro: 598.,445.64,157,1,1
113,Smart Home Hub Lote 25,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 599.,130.92,158,1,1
117,Smartphone Lote 25,Excelente Smartphone disponible en tienda electronica. ID Registro: 600.,339.4,159,1,1
17,Smartwatch Lote 26,Excelente Smartwatch disponible en tienda electronica. ID Registro: 601.,244.74,10,1,1
21,Scanner Lote 26,Excelente Scanner disponible en tienda electronica. ID Registro: 602.,270.96,11,1,1
26,USB Drive Lote 26,Excelente USB Drive disponible en tienda electronica. ID Registro: 603.,5.44,12,1,1
29,Printer Lote 26,Excelente Printer disponible en tienda electronica. ID Registro: 604.,279.8,13,1,1
33,Tablet Lote 26,Excelente Tablet disponible en tienda electronica. ID Registro: 605.,796.53,14,1,1
39,Power Bank Lote 26,Excelente Power Bank disponible en tienda electronica. ID Registro: 606.,49.38,15,1,1
43,Charger Lote 26,Excelente Charger disponible en tienda electronica. ID Registro: 607.,18.02,16,1,1
47,Mouse Lote 26,Excelente Mouse disponible en tienda electronica. ID Registro: 608.,19.42,17,1,1
51,VR Headset Lote 26,Excelente VR Headset disponible en tienda electronica. ID Registro: 609.,811.34,18,1,1
55,Laptop Lote 26,Excelente Laptop disponible en tienda electronica. ID Registro: 610.,1938.62,19,1,1
59,Drone Lote 26,Excelente Drone disponible en tienda electronica. ID Registro: 611.,1708.47,20,1,1
63,Headphones Lote 26,Excelente Headphones disponible en tienda electronica. ID Registro: 612.,134.21,21,1,1
69,Projector Lote 26,Excelente Projector disponible en tienda electronica. ID Registro: 613.,306.74,22,1,1
73,Graphics Card Lote 26,Excelente Graphics Card disponible en tienda electronica. ID Registro: 614.,1166.64,23,1,1
78,Monitor Lote 26,Excelente Monitor disponible en tienda electronica. ID Registro: 615.,913.12,24,1,1
81,Hard Disk Lote 26,Excelente Hard Disk disponible en tienda electronica. ID Registro: 616.,68.62,25,1,1
85,Camera Lote 26,Excelente Camera disponible en tienda electronica. ID Registro: 617.,1553.53,26,1,1
89,Gaming Console Lote 26,Excelente Gaming Console disponible en tienda electronica. ID Registro: 618.,392.04,27,1,1
93,Keyboard Lote 26,Excelente Keyboard disponible en tienda electronica. ID Registro: 619.,123.94,28,1,1
97,Smart TV Lote 26,Excelente Smart TV disponible en tienda electronica. ID Registro: 620.,1887.14,29,1,1
102,Router Lote 26,Excelente Router disponible en tienda electronica. ID Registro: 621.,88.29,30,1,1
105,Speaker Lote 26,Excelente Speaker disponible en tienda electronica. ID Registro: 622.,445.64,31,1,1
109,Smart Home Hub Lote 26,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 623.,130.92,32,1,1
113,Smartphone Lote 26,Excelente Smartphone disponible en tienda electronica. ID Registro: 624.,339.4,33,1,1
117,Smartwatch Lote 27,Excelente Smartwatch disponible en tienda electronica. ID Registro: 625.,244.74,34,1,1
17,Scanner Lote 27,Excelente Scanner disponible en tienda electronica. ID Registro: 626.,270.96,35,1,1
21,USB Drive Lote 27,Excelente USB Drive disponible en tienda electronica. ID Registro: 627.,5.44,36,1,1
26,Printer Lote 27,Excelente Printer disponible en tienda electronica. ID Registro: 628.,279.8,37,1,1
29,Tablet Lote 27,Excelente Tablet disponible en tienda electronica. ID Registro: 629.,796.53,38,1,1
33,Power Bank Lote 27,Excelente Power Bank disponible en tienda electronica. ID Registro: 630.,49.38,39,1,1
39,Charger Lote 27,Excelente Charger disponible en tienda electronica. ID Registro: 631.,18.02,40,1,1
43,Mouse Lote 27,Excelente Mouse disponible en tienda electronica. ID Registro: 632.,19.42,41,1,1
47,VR Headset Lote 27,Excelente VR Headset disponible en tienda electronica. ID Registro: 633.,811.34,42,1,1
51,Laptop Lote 27,Excelente Laptop disponible en tienda electronica. ID Registro: 634.,1938.62,43,1,1
55,Drone Lote 27,Excelente Drone disponible en tienda electronica. ID Registro: 635.,1708.47,44,1,1
59,Headphones Lote 27,Excelente Headphones disponible en tienda electronica. ID Registro: 636.,134.21,45,1,1
63,Projector Lote 27,Excelente Projector disponible en tienda electronica. ID Registro: 637.,306.74,46,1,1
69,Graphics Card Lote 27,Excelente Graphics Card disponible en tienda electronica. ID Registro: 638.,1166.64,47,1,1
73,Monitor Lote 27,Excelente Monitor disponible en tienda electronica. ID Registro: 639.,913.12,48,1,1
78,Hard Disk Lote 27,Excelente Hard Disk disponible en tienda electronica. ID Registro: 640.,68.62,49,1,1
81,Camera Lote 27,Excelente Camera disponible en tienda electronica. ID Registro: 641.,1553.53,50,1,1
85,Gaming Console Lote 27,Excelente Gaming Console disponible en tienda electronica. ID Registro: 642.,392.04,51,1,1
89,Keyboard Lote 27,Excelente Keyboard disponible en tienda electronica. ID Registro: 643.,123.94,52,1,1
93,Smart TV Lote 27,Excelente Smart TV disponible en tienda electronica. ID Registro: 644.,1887.14,53,1,1
97,Router Lote 27,Excelente Router disponible en tienda electronica. ID Registro: 645.,88.29,54,1,1
102,Speaker Lote 27,Excelente Speaker disponible en tienda electronica. ID Registro: 646.,445.64,55,1,1
105,Smart Home Hub Lote 27,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 647.,130.92,56,1,1
109,Smartphone Lote 27,Excelente Smartphone disponible en tienda electronica. ID Registro: 648.,339.4,57,1,1
113,Smartwatch Lote 28,Excelente Smartwatch disponible en tienda electronica. ID Registro: 649.,244.74,58,1,1
117,Scanner Lote 28,Excelente Scanner disponible en tienda electronica. ID Registro: 650.,270.96,59,1,1
17,USB Drive Lote 28,Excelente USB Drive disponible en tienda electronica. ID Registro: 651.,5.44,60,1,1
21,Printer Lote 28,Excelente Printer disponible en tienda electronica. ID Registro: 652.,279.8,61,1,1
26,Tablet Lote 28,Excelente Tablet disponible en tienda electronica. ID Registro: 653.,796.53,62,1,1
29,Power Bank Lote 28,Excelente Power Bank disponible en tienda electronica. ID Registro: 654.,49.38,63,1,1
33,Charger Lote 28,Excelente Charger disponible en tienda electronica. ID Registro: 655.,18.02,64,1,1
39,Mouse Lote 28,Excelente Mouse disponible en tienda electronica. ID Registro: 656.,19.42,65,1,1
43,VR Headset Lote 28,Excelente VR Headset disponible en tienda electronica. ID Registro: 657.,811.34,66,1,1
47,Laptop Lote 28,Excelente Laptop disponible en tienda electronica. ID Registro: 658.,1938.62,67,1,1
51,Drone Lote 28,Excelente Drone disponible en tienda electronica. ID Registro: 659.,1708.47,68,1,1
55,Headphones Lote 28,Excelente Headphones disponible en tienda electronica. ID Registro: 660.,134.21,69,1,1
59,Projector Lote 28,Excelente Projector disponible en tienda electronica. ID Registro: 661.,306.74,70,1,1
63,Graphics Card Lote 28,Excelente Graphics Card disponible en tienda electronica. ID Registro: 662.,1166.64,71,1,1
69,Monitor Lote 28,Excelente Monitor disponible en tienda electronica. ID Registro: 663.,913.12,72,1,1
73,Hard Disk Lote 28,Excelente Hard Disk disponible en tienda electronica. ID Registro: 664.,68.62,73,1,1
78,Camera Lote 28,Excelente Camera disponible en tienda electronica. ID Registro: 665.,1553.53,74,1,1
81,Gaming Console Lote 28,Excelente Gaming Console disponible en tienda electronica. ID Registro: 666.,392.04,75,1,1
85,Keyboard Lote 28,Excelente Keyboard disponible en tienda electronica. ID Registro: 667.,123.94,76,1,1
89,Smart TV Lote 28,Excelente Smart TV disponible en tienda electronica. ID Registro: 668.,1887.14,77,1,1
93,Router Lote 28,Excelente Router disponible en tienda electronica. ID Registro: 669.,88.29,78,1,1
97,Speaker Lote 28,Excelente Speaker disponible en tienda electronica. ID Registro: 670.,445.64,79,1,1
102,Smart Home Hub Lote 28,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 671.,130.92,80,1,1
105,Smartphone Lote 28,Excelente Smartphone disponible en tienda electronica. ID Registro: 672.,339.4,81,1,1
109,Smartwatch Lote 29,Excelente Smartwatch disponible en tienda electronica. ID Registro: 673.,244.74,82,1,1
113,Scanner Lote 29,Excelente Scanner disponible en tienda electronica. ID Registro: 674.,270.96,83,1,1
117,USB Drive Lote 29,Excelente USB Drive disponible en tienda electronica. ID Registro: 675.,5.44,84,1,1
17,Printer Lote 29,Excelente Printer disponible en tienda electronica. ID Registro: 676.,279.8,85,1,1
21,Tablet Lote 29,Excelente Tablet disponible en tienda electronica. ID Registro: 677.,796.53,86,1,1
26,Power Bank Lote 29,Excelente Power Bank disponible en tienda electronica. ID Registro: 678.,49.38,87,1,1
29,Charger Lote 29,Excelente Charger disponible en tienda electronica. ID Registro: 679.,18.02,88,1,1
33,Mouse Lote 29,Excelente Mouse disponible en tienda electronica. ID Registro: 680.,19.42,89,1,1
39,VR Headset Lote 29,Excelente VR Headset disponible en tienda electronica. ID Registro: 681.,811.34,90,1,1
43,Laptop Lote 29,Excelente Laptop disponible en tienda electronica. ID Registro: 682.,1938.62,91,1,1
47,Drone Lote 29,Excelente Drone disponible en tienda electronica. ID Registro: 683.,1708.47,92,1,1
51,Headphones Lote 29,Excelente Headphones disponible en tienda electronica. ID Registro: 684.,134.21,93,1,1
55,Projector Lote 29,Excelente Projector disponible en tienda electronica. ID Registro: 685.,306.74,94,1,1
59,Graphics Card Lote 29,Excelente Graphics Card disponible en tienda electronica. ID Registro: 686.,1166.64,95,1,1
63,Monitor Lote 29,Excelente Monitor disponible en tienda electronica. ID Registro: 687.,913.12,96,1,1
69,Hard Disk Lote 29,Excelente Hard Disk disponible en tienda electronica. ID Registro: 688.,68.62,97,1,1
73,Camera Lote 29,Excelente Camera disponible en tienda electronica. ID Registro: 689.,1553.53,98,1,1
78,Gaming Console Lote 29,Excelente Gaming Console disponible en tienda electronica. ID Registro: 690.,392.04,99,1,1
81,Keyboard Lote 29,Excelente Keyboard disponible en tienda electronica. ID Registro: 691.,123.94,100,1,1
85,Smart TV Lote 29,Excelente Smart TV disponible en tienda electronica. ID Registro: 692.,1887.14,101,1,1
89,Router Lote 29,Excelente Router disponible en tienda electronica. ID Registro: 693.,88.29,102,1,1
93,Speaker Lote 29,Excelente Speaker disponible en tienda electronica. ID Registro: 694.,445.64,103,1,1
97,Smart Home Hub Lote 29,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 695.,130.92,104,1,1
102,Smartphone Lote 29,Excelente Smartphone disponible en tienda electronica. ID Registro: 696.,339.4,105,1,1
105,Smartwatch Lote 30,Excelente Smartwatch disponible en tienda electronica. ID Registro: 697.,244.74,106,1,1
109,Scanner Lote 30,Excelente Scanner disponible en tienda electronica. ID Registro: 698.,270.96,107,1,1
113,USB Drive Lote 30,Excelente USB Drive disponible en tienda electronica. ID Registro: 699.,5.44,108,1,1
117,Printer Lote 30,Excelente Printer disponible en tienda electronica. ID Registro: 700.,279.8,109,1,1
17,Tablet Lote 30,Excelente Tablet disponible en tienda electronica. ID Registro: 701.,796.53,110,1,1
21,Power Bank Lote 30,Excelente Power Bank disponible en tienda electronica. ID Registro: 702.,49.38,111,1,1
26,Charger Lote 30,Excelente Charger disponible en tienda electronica. ID Registro: 703.,18.02,112,1,1
29,Mouse Lote 30,Excelente Mouse disponible en tienda electronica. ID Registro: 704.,19.42,113,1,1
33,VR Headset Lote 30,Excelente VR Headset disponible en tienda electronica. ID Registro: 705.,811.34,114,1,1
39,Laptop Lote 30,Excelente Laptop disponible en tienda electronica. ID Registro: 706.,1938.62,115,1,1
43,Drone Lote 30,Excelente Drone disponible en tienda electronica. ID Registro: 707.,1708.47,116,1,1
47,Headphones Lote 30,Excelente Headphones disponible en tienda electronica. ID Registro: 708.,134.21,117,1,1
51,Projector Lote 30,Excelente Projector disponible en tienda electronica. ID Registro: 709.,306.74,118,1,1
55,Graphics Card Lote 30,Excelente Graphics Card disponible en tienda electronica. ID Registro: 710.,1166.64,119,1,1
59,Monitor Lote 30,Excelente Monitor disponible en tienda electronica. ID Registro: 711.,913.12,120,1,1
63,Hard Disk Lote 30,Excelente Hard Disk disponible en tienda electronica. ID Registro: 712.,68.62,121,1,1
69,Camera Lote 30,Excelente Camera disponible en tienda electronica. ID Registro: 713.,1553.53,122,1,1
73,Gaming Console Lote 30,Excelente Gaming Console disponible en tienda electronica. ID Registro: 714.,392.04,123,1,1
78,Keyboard Lote 30,Excelente Keyboard disponible en tienda electronica. ID Registro: 715.,123.94,124,1,1
81,Smart TV Lote 30,Excelente Smart TV disponible en tienda electronica. ID Registro: 716.,1887.14,125,1,1
85,Router Lote 30,Excelente Router disponible en tienda electronica. ID Registro: 717.,88.29,126,1,1
89,Speaker Lote 30,Excelente Speaker disponible en tienda electronica. ID Registro: 718.,445.64,127,1,1
93,Smart Home Hub Lote 30,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 719.,130.92,128,1,1
97,Smartphone Lote 30,Excelente Smartphone disponible en tienda electronica. ID Registro: 720.,339.4,129,1,1
102,Smartwatch Lote 31,Excelente Smartwatch disponible en tienda electronica. ID Registro: 721.,244.74,130,1,1
105,Scanner Lote 31,Excelente Scanner disponible en tienda electronica. ID Registro: 722.,270.96,131,1,1
109,USB Drive Lote 31,Excelente USB Drive disponible en tienda electronica. ID Registro: 723.,5.44,132,1,1
113,Printer Lote 31,Excelente Printer disponible en tienda electronica. ID Registro: 724.,279.8,133,1,1
117,Tablet Lote 31,Excelente Tablet disponible en tienda electronica. ID Registro: 725.,796.53,134,1,1
17,Power Bank Lote 31,Excelente Power Bank disponible en tienda electronica. ID Registro: 726.,49.38,135,1,1
21,Charger Lote 31,Excelente Charger disponible en tienda electronica. ID Registro: 727.,18.02,136,1,1
26,Mouse Lote 31,Excelente Mouse disponible en tienda electronica. ID Registro: 728.,19.42,137,1,1
29,VR Headset Lote 31,Excelente VR Headset disponible en tienda electronica. ID Registro: 729.,811.34,138,1,1
33,Laptop Lote 31,Excelente Laptop disponible en tienda electronica. ID Registro: 730.,1938.62,139,1,1
39,Drone Lote 31,Excelente Drone disponible en tienda electronica. ID Registro: 731.,1708.47,140,1,1
43,Headphones Lote 31,Excelente Headphones disponible en tienda electronica. ID Registro: 732.,134.21,141,1,1
47,Projector Lote 31,Excelente Projector disponible en tienda electronica. ID Registro: 733.,306.74,142,1,1
51,Graphics Card Lote 31,Excelente Graphics Card disponible en tienda electronica. ID Registro: 734.,1166.64,143,1,1
55,Monitor Lote 31,Excelente Monitor disponible en tienda electronica. ID Registro: 735.,913.12,144,1,1
59,Hard Disk Lote 31,Excelente Hard Disk disponible en tienda electronica. ID Registro: 736.,68.62,145,1,1
63,Camera Lote 31,Excelente Camera disponible en tienda electronica. ID Registro: 737.,1553.53,146,1,1
69,Gaming Console Lote 31,Excelente Gaming Console disponible en tienda electronica. ID Registro: 738.,392.04,147,1,1
73,Keyboard Lote 31,Excelente Keyboard disponible en tienda electronica. ID Registro: 739.,123.94,148,1,1
78,Smart TV Lote 31,Excelente Smart TV disponible en tienda electronica. ID Registro: 740.,1887.14,149,1,1
81,Router Lote 31,Excelente Router disponible en tienda electronica. ID Registro: 741.,88.29,150,1,1
85,Speaker Lote 31,Excelente Speaker disponible en tienda electronica. ID Registro: 742.,445.64,151,1,1
89,Smart Home Hub Lote 31,Excelente Smart Home Hub disponible en tienda electronica. ID Registro: 743.,130.92,152,1,1
93,Smartphone Lote 31,Excelente Smartphone disponible en tienda electronica. ID Registro: 744.,339.4,153,1,1
97,Smartwatch Lote 32,Excelente Smartwatch disponible en tienda electronica. ID Registro: 745.,244.74,154,1,1
102,Scanner Lote 32,Excelente Scanner disponible en tienda electronica. ID Registro: 746.,270.96,155,1,1
105,USB Drive Lote 32,Excelente USB Drive disponible en tienda electronica. ID Registro: 747.,5.44,156,1,1
109,Printer Lote 32,Excelente Printer disponible en tienda electronica. ID Registro: 748.,279.8,157,1,1
113,Tablet Lote 32,Excelente Tablet disponible en tienda electronica. ID Registro: 749.,796.53,158,1,1
117,Power Bank Lote 32,Excelente Power Bank disponible en tienda electronica. ID Registro: 750.,49.38,159,1,1
17,Charger Lote 32,Excelente Charger disponible en tienda electronica. ID Registro: 751.,18.02,10,1,1
21,Mouse Lote 32,Excelente Mouse disponible en tienda electronica. ID Registro: 752.,19.42,11,1,1
26,VR Headset Lote 32,Excelente VR Headset disponible en tienda electronica. ID Registro: 753.,811.34,12,1,1
29,Laptop Lote 32,Excelente Laptop disponible en tienda electronica. ID Registro: 754.,1938.62,13,1,1
33,Drone Lote 32,Excelente Drone disponible en tienda electronica. ID Registro: 755.,1708.47,14,1,1
39,Headphones Lote 32,Excelente Headphones disponible en tienda electronica. ID Registro: 756.,134.21,15,1,1
43,Projector Lote 32,Excelente Projector disponible en tienda electronica. ID Registro: 757.,306.74,16,1,1
47,Graphics Card Lote 32,Excelente Graphics Card disponible en tienda electronica. ID Registro: 758.,1166.64,17,1,1
51,Monitor Lote 32,Excelente Monitor disponible en tienda electronica. ID Registro: 759.,913.12,18,1,1
